timestamp	value
2021-01-17 14:55:00	24.4
2021-01-17 15:00:00	23.9
2021-01-17 15:05:00	23.5
2021-01-17 15:10:00	23.0
2021-01-17 15:15:00	22.7
2021-01-17 15:20:00	22.4
2021-01-17 15:25:00	22.2
2021-01-17 15:30:00	22.0
2021-01-17 15:35:00	21.8
2021-01-17 15:40:00	21.5
2021-01-17 15:45:00	21.2
2021-01-17 15:50:00	20.8
2021-01-17 15:55:00	20.5
2021-01-17 16:00:00	20.1
2021-01-17 16:05:00	19.8
2021-01-17 16:10:00	19.5
2021-01-17 16:15:00	19.2
2021-01-17 16:20:00	18.8
2021-01-17 16:25:00	18.5
2021-01-17 16:30:00	18.1
2021-01-17 16:35:00	17.8
2021-01-17 16:40:00	17.5
2021-01-17 16:45:00	17.1
2021-01-17 16:50:00	16.7
2021-01-17 16:55:00	16.5
2021-01-17 17:00:00	16.2
2021-01-17 17:05:00	15.9
2021-01-17 17:10:00	15.5
2021-01-17 17:15:00	15.2
2021-01-17 17:20:00	14.8
2021-01-17 17:25:00	14.6
2021-01-17 17:30:00	14.3
2021-01-17 17:35:00	14.0
2021-01-17 17:40:00	13.7
2021-01-17 17:45:00	13.6
2021-01-17 17:50:00	13.4
2021-01-17 17:55:00	13.3
2021-01-17 18:00:00	13.1
2021-01-17 18:05:00	13.0
2021-01-17 18:10:00	12.8
2021-01-17 18:15:00	12.7
2021-01-17 18:20:00	12.5
2021-01-17 18:25:00	12.4
2021-01-17 18:30:00	12.3
2021-01-17 18:35:00	12.2
2021-01-17 18:40:00	12.1
2021-01-17 18:45:00	12.2
2021-01-17 18:50:00	12.2
2021-01-17 18:55:00	12.6
2021-01-17 19:00:00	12.9
2021-01-17 19:05:00	13.3
2021-01-17 19:10:00	13.7
2021-01-17 19:15:00	13.9
2021-01-17 19:20:00	14.0
2021-01-17 19:25:00	13.8
2021-01-17 19:30:00	13.5
2021-01-17 19:35:00	13.1
2021-01-17 19:40:00	12.7
2021-01-17 19:45:00	12.3
2021-01-17 19:50:00	11.8
2021-01-17 19:55:00	12.2
2021-01-17 20:00:00	12.6
2021-01-17 20:05:00	12.9
2021-01-17 20:10:00	13.2
2021-01-17 20:15:00	13.4
2021-01-17 20:20:00	13.6
2021-01-17 20:25:00	13.7
2021-01-17 20:30:00	13.8
2021-01-17 20:35:00	13.9
2021-01-17 20:40:00	13.9
2021-01-17 20:45:00	13.9
2021-01-17 20:50:00	13.8
2021-01-17 20:55:00	13.7
2021-01-17 21:00:00	13.6
2021-01-17 21:05:00	13.6
2021-01-17 21:10:00	13.5
2021-01-17 21:15:00	13.5
2021-01-17 21:20:00	13.4
2021-01-17 21:25:00	13.4
2021-01-17 21:30:00	13.3
2021-01-17 21:35:00	13.4
2021-01-17 21:40:00	13.4
2021-01-17 21:45:00	13.4
2021-01-17 21:50:00	13.3
2021-01-17 21:55:00	13.3
2021-01-17 22:00:00	13.3
2021-01-17 22:05:00	13.3
2021-01-17 22:10:00	13.2
2021-01-17 22:15:00	13.2
2021-01-17 22:20:00	13.1
2021-01-17 22:25:00	13.1
2021-01-17 22:30:00	13.0
2021-01-17 22:35:00	13.0
2021-01-17 22:40:00	13.0
2021-01-17 22:45:00	13.0
2021-01-17 22:50:00	13.0
2021-01-17 22:55:00	13.0
2021-01-17 23:00:00	12.9
2021-01-17 23:05:00	12.9
2021-01-17 23:10:00	12.8
2021-01-17 23:15:00	12.8
2021-01-17 23:20:00	12.8
2021-01-17 23:25:00	12.8
2021-01-17 23:30:00	12.8
2021-01-17 23:35:00	12.8
2021-01-17 23:40:00	12.8
2021-01-17 23:45:00	12.8
2021-01-17 23:50:00	12.8
2021-01-17 23:55:00	12.8
2021-01-18 00:00:00	12.7
2021-01-18 00:05:00	12.7
2021-01-18 00:10:00	12.7
2021-01-18 00:15:00	12.7
2021-01-18 00:20:00	12.7
2021-01-18 00:25:00	12.7
2021-01-18 00:30:00	12.6
2021-01-18 00:35:00	12.6
2021-01-18 00:40:00	12.5
2021-01-18 00:45:00	12.5
2021-01-18 00:50:00	12.4
2021-01-18 00:55:00	12.4
2021-01-18 01:00:00	12.4
2021-01-18 01:05:00	12.3
2021-01-18 01:10:00	12.2
2021-01-18 01:15:00	12.2
2021-01-18 01:20:00	12.2
2021-01-18 01:25:00	12.3
2021-01-18 01:30:00	12.4
2021-01-18 01:35:00	12.5
2021-01-18 01:40:00	12.6
2021-01-18 01:45:00	12.6
2021-01-18 01:50:00	12.6
2021-01-18 01:55:00	12.6
2021-01-18 02:00:00	12.6
2021-01-18 02:05:00	12.6
2021-01-18 02:10:00	12.6
2021-01-18 02:15:00	12.6
2021-01-18 02:20:00	12.5
2021-01-18 02:25:00	12.6
2021-01-18 02:30:00	12.6
2021-01-18 02:35:00	12.6
2021-01-18 02:40:00	12.5
2021-01-18 02:45:00	12.5
2021-01-18 02:50:00	12.5
2021-01-18 02:55:00	12.6
2021-01-18 03:00:00	12.6
2021-01-18 03:05:00	12.6
2021-01-18 03:10:00	12.6
2021-01-18 03:15:00	12.6
2021-01-18 03:20:00	12.5
2021-01-18 03:25:00	12.5
2021-01-18 03:30:00	12.4
2021-01-18 03:35:00	12.4
2021-01-18 03:40:00	12.4
2021-01-18 03:45:00	12.4
2021-01-18 03:50:00	12.3
2021-01-18 03:55:00	12.3
2021-01-18 04:00:00	12.3
2021-01-18 04:05:00	12.3
2021-01-18 04:10:00	12.3
2021-01-18 04:15:00	12.3
2021-01-18 04:20:00	12.2
2021-01-18 04:25:00	12.3
2021-01-18 04:30:00	12.3
2021-01-18 04:35:00	12.3
2021-01-18 04:40:00	12.3
2021-01-18 04:45:00	12.4
2021-01-18 04:50:00	12.4
2021-01-18 04:55:00	12.4
2021-01-18 05:00:00	12.4
2021-01-18 05:05:00	12.4
2021-01-18 05:10:00	12.4
2021-01-18 05:15:00	12.4
2021-01-18 05:20:00	12.4
2021-01-18 05:25:00	12.5
2021-01-18 05:30:00	12.5
2021-01-18 05:35:00	12.5
2021-01-18 05:40:00	12.5
2021-01-18 05:45:00	12.5
2021-01-18 05:50:00	12.4
2021-01-18 05:55:00	12.4
2021-01-18 06:00:00	12.4
2021-01-18 06:05:00	12.4
2021-01-18 06:10:00	12.3
2021-01-18 06:15:00	12.3
2021-01-18 06:20:00	12.3
2021-01-18 06:25:00	12.3
2021-01-18 06:30:00	12.2
2021-01-18 06:35:00	12.3
2021-01-18 06:40:00	12.3
2021-01-18 06:45:00	12.4
2021-01-18 06:50:00	12.4
2021-01-18 06:55:00	12.5
2021-01-18 07:00:00	12.5
2021-01-18 07:05:00	12.5
2021-01-18 07:10:00	12.5
2021-01-18 07:15:00	12.5
2021-01-18 07:20:00	12.5
2021-01-18 07:25:00	12.5
2021-01-18 07:30:00	12.5
2021-01-18 07:35:00	12.6
2021-01-18 07:40:00	12.7
2021-01-18 07:45:00	12.8
2021-01-18 07:50:00	12.8
2021-01-18 07:55:00	12.9
2021-01-18 08:00:00	12.9
2021-01-18 08:05:00	13.1
2021-01-18 08:10:00	13.3
2021-01-18 08:15:00	13.5
2021-01-18 08:20:00	13.7
2021-01-18 08:25:00	13.9
2021-01-18 08:30:00	14.1
2021-01-18 08:35:00	13.9
2021-01-18 08:40:00	13.7
2021-01-18 08:45:00	13.7
2021-01-18 08:50:00	13.7
2021-01-18 08:55:00	13.7
2021-01-18 09:00:00	13.7
2021-01-18 09:05:00	13.7
2021-01-18 09:10:00	13.7
2021-01-18 09:15:00	13.9
2021-01-18 09:20:00	14.0
2021-01-18 09:25:00	14.3
2021-01-18 09:30:00	14.5
2021-01-18 09:35:00	14.8
2021-01-18 09:40:00	15.0
2021-01-18 09:45:00	15.3
2021-01-18 09:50:00	15.6
2021-01-18 09:55:00	16.1
2021-01-18 10:00:00	16.5
2021-01-18 10:05:00	17.1
2021-01-18 10:10:00	17.7
2021-01-18 10:15:00	18.3
2021-01-18 10:20:00	18.8
2021-01-18 10:25:00	19.3
2021-01-18 10:30:00	19.7
2021-01-18 10:35:00	20.2
2021-01-18 10:40:00	20.7
2021-01-18 10:45:00	21.0
2021-01-18 10:50:00	21.2
2021-01-18 10:55:00	21.7
2021-01-18 11:00:00	22.2
2021-01-18 11:05:00	22.7
2021-01-18 11:10:00	23.1
2021-01-18 11:15:00	23.4
2021-01-18 11:20:00	23.7
2021-01-18 11:25:00	24.2
2021-01-18 11:30:00	24.6
2021-01-18 11:35:00	25.2
2021-01-18 11:40:00	25.8
2021-01-18 11:45:00	26.2
2021-01-18 11:50:00	26.6
2021-01-18 11:55:00	26.5
2021-01-18 12:00:00	26.3
2021-01-18 12:05:00	26.6
2021-01-18 12:10:00	26.9
2021-01-18 12:15:00	27.1
2021-01-18 12:20:00	27.3
2021-01-18 12:25:00	27.4
2021-01-18 12:30:00	27.5
2021-01-18 12:35:00	27.9
2021-01-18 12:40:00	28.3
2021-01-18 12:45:00	28.6
2021-01-18 12:50:00	28.8
2021-01-18 12:55:00	29.0
2021-01-18 13:00:00	29.2
2021-01-18 13:05:00	29.5
2021-01-18 13:10:00	29.7
2021-01-18 13:15:00	29.9
2021-01-18 13:20:00	30.1
2021-01-18 13:25:00	30.1
2021-01-18 13:30:00	30.1
2021-01-18 13:35:00	29.8
2021-01-18 13:40:00	29.4
2021-01-18 13:45:00	29.2
2021-01-18 13:50:00	29.0
2021-01-18 13:55:00	28.9
2021-01-18 14:00:00	28.8
2021-01-18 14:05:00	28.7
2021-01-18 14:10:00	28.6
2021-01-18 14:15:00	28.5
2021-01-18 14:20:00	28.4
2021-01-18 14:25:00	28.4
2021-01-18 14:30:00	28.4
2021-01-18 14:35:00	28.2
2021-01-18 14:40:00	27.9
2021-01-18 14:45:00	27.6
2021-01-18 14:50:00	27.3
2021-01-18 14:55:00	26.9
2021-01-18 15:00:00	26.5
2021-01-18 15:05:00	26.1
2021-01-18 15:10:00	25.7
2021-01-18 15:15:00	25.2
2021-01-18 15:20:00	24.7
2021-01-18 15:25:00	24.4
2021-01-18 15:30:00	24.0
2021-01-18 15:35:00	23.7
2021-01-18 15:40:00	23.3
2021-01-18 15:45:00	23.0
2021-01-18 15:50:00	22.7
2021-01-18 15:55:00	22.3
2021-01-18 16:00:00	21.8
2021-01-18 16:05:00	21.4
2021-01-18 16:10:00	20.9
2021-01-18 16:15:00	20.5
2021-01-18 16:20:00	20.1
2021-01-18 16:25:00	19.8
2021-01-18 16:30:00	19.5
2021-01-18 16:35:00	19.1
2021-01-18 16:40:00	18.6
2021-01-18 16:45:00	18.2
2021-01-18 16:50:00	17.8
2021-01-18 16:55:00	17.5
2021-01-18 17:00:00	17.1
2021-01-18 17:05:00	16.7
2021-01-18 17:10:00	16.3
2021-01-18 17:15:00	15.9
2021-01-18 17:20:00	15.4
2021-01-18 17:25:00	15.1
2021-01-18 17:30:00	14.8
2021-01-18 17:35:00	14.6
2021-01-18 17:40:00	14.4
2021-01-18 17:45:00	14.2
2021-01-18 17:50:00	14.0
2021-01-18 17:55:00	13.8
2021-01-18 18:00:00	13.6
2021-01-18 18:05:00	13.3
2021-01-18 18:10:00	13.0
2021-01-18 18:15:00	12.8
2021-01-18 18:20:00	12.5
2021-01-18 18:25:00	12.4
2021-01-18 18:30:00	12.2
2021-01-18 18:35:00	12.2
2021-01-18 18:40:00	12.1
2021-01-18 18:45:00	12.6
2021-01-18 18:50:00	13.1
2021-01-18 18:55:00	13.5
2021-01-18 19:00:00	13.8
2021-01-18 19:05:00	13.9
2021-01-18 19:10:00	13.9
2021-01-18 19:15:00	13.5
2021-01-18 19:20:00	13.0
2021-01-18 19:25:00	12.7
2021-01-18 19:30:00	12.3
2021-01-18 19:35:00	12.1
2021-01-18 19:40:00	11.9
2021-01-18 19:45:00	12.4
2021-01-18 19:50:00	12.8
2021-01-18 19:55:00	13.2
2021-01-18 20:00:00	13.5
2021-01-18 20:05:00	13.7
2021-01-18 20:10:00	13.8
2021-01-18 20:15:00	13.8
2021-01-18 20:20:00	13.8
2021-01-18 20:25:00	13.8
2021-01-18 20:30:00	13.7
2021-01-18 20:35:00	13.6
2021-01-18 20:40:00	13.5
2021-01-18 20:45:00	13.5
2021-01-18 20:50:00	13.5
2021-01-18 20:55:00	13.5
2021-01-18 21:00:00	13.4
2021-01-18 21:05:00	13.5
2021-01-18 21:10:00	13.5
2021-01-18 21:15:00	13.4
2021-01-18 21:20:00	13.3
2021-01-18 21:25:00	13.3
2021-01-18 21:30:00	13.3
2021-01-18 21:35:00	13.3
2021-01-18 21:40:00	13.2
2021-01-18 21:45:00	13.2
2021-01-18 21:50:00	13.2
2021-01-18 21:55:00	13.1
2021-01-18 22:00:00	13.0
2021-01-18 22:05:00	13.0
2021-01-18 22:10:00	13.0
2021-01-18 22:15:00	13.0
2021-01-18 22:20:00	13.0
2021-01-18 22:25:00	13.0
2021-01-18 22:30:00	12.9
2021-01-18 22:35:00	12.9
2021-01-18 22:40:00	12.9
2021-01-18 22:45:00	12.9
2021-01-18 22:50:00	12.9
2021-01-18 22:55:00	12.9
2021-01-18 23:00:00	12.9
2021-01-18 23:05:00	12.9
2021-01-18 23:10:00	12.8
2021-01-18 23:15:00	12.8
2021-01-18 23:20:00	12.8
2021-01-18 23:25:00	12.8
2021-01-18 23:30:00	12.7
2021-01-18 23:35:00	12.7
2021-01-18 23:40:00	12.6
2021-01-18 23:45:00	12.6
2021-01-18 23:50:00	12.5
2021-01-18 23:55:00	12.5
2021-01-19 00:00:00	12.5
2021-01-19 00:05:00	12.4
2021-01-19 00:10:00	12.3
2021-01-19 00:15:00	12.3
2021-01-19 00:20:00	12.3
2021-01-19 00:25:00	12.3
2021-01-19 00:30:00	12.3
2021-01-19 00:35:00	12.3
2021-01-19 00:40:00	12.3
2021-01-19 00:45:00	12.3
2021-01-19 00:50:00	12.3
2021-01-19 00:55:00	12.3
2021-01-19 01:00:00	12.3
2021-01-19 01:05:00	12.3
2021-01-19 01:10:00	12.3
2021-01-19 01:15:00	12.4
2021-01-19 01:20:00	12.4
2021-01-19 01:25:00	12.4
2021-01-19 01:30:00	12.3
2021-01-19 01:35:00	12.4
2021-01-19 01:40:00	12.4
2021-01-19 01:45:00	12.4
2021-01-19 01:50:00	12.4
2021-01-19 01:55:00	12.3
2021-01-19 02:00:00	12.2
2021-01-19 02:05:00	12.3
2021-01-19 02:10:00	12.3
2021-01-19 02:15:00	12.4
2021-01-19 02:20:00	12.5
2021-01-19 02:25:00	12.5
2021-01-19 02:30:00	12.5
2021-01-19 02:35:00	12.5
2021-01-19 02:40:00	12.5
2021-01-19 02:45:00	12.5
2021-01-19 02:50:00	12.4
2021-01-19 02:55:00	12.5
2021-01-19 03:00:00	12.5
2021-01-19 03:05:00	12.5
2021-01-19 03:10:00	12.4
2021-01-19 03:15:00	12.5
2021-01-19 03:20:00	12.5
2021-01-19 03:25:00	12.5
2021-01-19 03:30:00	12.4
2021-01-19 03:35:00	12.4
2021-01-19 03:40:00	12.4
2021-01-19 03:45:00	12.4
2021-01-19 03:50:00	12.3
2021-01-19 03:55:00	12.3
2021-01-19 04:00:00	12.3
2021-01-19 04:05:00	12.3
2021-01-19 04:10:00	12.2
2021-01-19 04:15:00	12.3
2021-01-19 04:20:00	12.3
2021-01-19 04:25:00	12.4
2021-01-19 04:30:00	12.4
2021-01-19 04:35:00	12.5
2021-01-19 04:40:00	12.5
2021-01-19 04:45:00	12.4
2021-01-19 04:50:00	12.3
2021-01-19 04:55:00	12.4
2021-01-19 05:00:00	12.4
2021-01-19 05:05:00	12.4
2021-01-19 05:10:00	12.4
2021-01-19 05:15:00	12.4
2021-01-19 05:20:00	12.4
2021-01-19 05:25:00	12.4
2021-01-19 05:30:00	12.3
2021-01-19 05:35:00	12.3
2021-01-19 05:40:00	12.3
2021-01-19 05:45:00	12.3
2021-01-19 05:50:00	12.2
2021-01-19 05:55:00	12.2
2021-01-19 06:00:00	12.2
2021-01-19 06:05:00	12.3
2021-01-19 06:10:00	12.3
2021-01-19 06:15:00	12.4
2021-01-19 06:20:00	12.4
2021-01-19 06:25:00	12.4
2021-01-19 06:30:00	12.4
2021-01-19 06:35:00	12.4
2021-01-19 06:40:00	12.4
2021-01-19 06:45:00	12.4
2021-01-19 06:50:00	12.4
2021-01-19 06:55:00	12.4
2021-01-19 07:00:00	12.4
2021-01-19 07:05:00	12.4
2021-01-19 07:10:00	12.3
2021-01-19 07:15:00	12.3
2021-01-19 07:20:00	12.3
2021-01-19 07:25:00	12.4
2021-01-19 07:30:00	12.4
2021-01-19 07:35:00	12.5
2021-01-19 07:40:00	12.5
2021-01-19 07:45:00	12.5
2021-01-19 07:50:00	12.5
2021-01-19 07:55:00	12.6
2021-01-19 08:00:00	12.7
2021-01-19 08:05:00	12.9
2021-01-19 08:10:00	13.0
2021-01-19 08:15:00	13.2
2021-01-19 08:20:00	13.3
2021-01-19 08:25:00	13.5
2021-01-19 08:30:00	13.6
2021-01-19 08:35:00	13.9
2021-01-19 08:40:00	14.1
2021-01-19 08:45:00	14.1
2021-01-19 08:50:00	14.0
2021-01-19 08:55:00	13.7
2021-01-19 09:00:00	13.4
